date,stock,price
2010-01-01,Stock_A,112.79043278248636
2010-01-04,Stock_A,97.95503370048192
2010-01-05,Stock_A,78.97077650980327
2010-01-06,Stock_A,98.86943979106535
2010-01-07,Stock_A,84.25406489913406
2010-01-08,Stock_A,107.66624404072579
2010-01-11,Stock_A,77.98320371515155
2010-01-12,Stock_A,85.64628725868278
2010-01-13,Stock_A,58.33162727740394
2010-01-14,Stock_A,110.63851900433008
2010-01-15,Stock_A,108.6558841096759
2010-01-18,Stock_A,89.87577189277509
2010-01-19,Stock_A,51.203182022843535
2010-01-20,Stock_A,66.24640516151851
2010-01-21,Stock_A,102.01086099790285
2010-01-22,Stock_A,120.01120392319385
2010-01-25,Stock_A,80.182265134112
2010-01-26,Stock_A,124.19330283637098
2010-01-27,Stock_A,133.5906437093323
2010-01-28,Stock_A,109.09284406895017
2010-01-29,Stock_A,120.86227474595617
2010-02-01,Stock_A,77.47857873649735
2010-02-02,Stock_A,64.37972164835864
2010-02-03,Stock_A,137.2204949300434
2010-02-04,Stock_A,80.19593483948128
2010-02-05,Stock_A,123.0353016727554
2010-02-08,Stock_A,108.38937332436544
2010-02-09,Stock_A,135.20642122163804
2010-02-10,Stock_A,115.51430196512355
2010-02-11,Stock_A,76.54572777993664
2010-02-12,Stock_A,93.07540180689654
2010-02-15,Stock_A,114.023868771565
2010-02-16,Stock_A,89.02184850116484
2010-02-17,Stock_A,120.92411185208115
2010-02-18,Stock_A,101.92280873779593
2010-02-19,Stock_A,121.32209333077918
2010-02-22,Stock_A,122.57978394247198
2010-02-23,Stock_A,106.20909689698999
2010-02-24,Stock_A,97.30966747388135
2010-02-25,Stock_A,89.29151796659258
2010-02-26,Stock_A,77.08756935639308
2010-03-01,Stock_A,134.39523279205218
2010-03-02,Stock_A,101.59708179424582
2010-03-03,Stock_A,95.0496339661498
2010-03-04,Stock_A,95.3350387281291
2010-03-05,Stock_A,98.94630149749109
2010-03-08,Stock_A,90.2020139479904
2010-03-09,Stock_A,88.56921877751033
2010-03-10,Stock_A,72.71471850861843
2010-03-11,Stock_A,100.92357448025467
2010-03-12,Stock_A,126.12170507664135
2010-03-15,Stock_A,85.54901139833916
2010-03-16,Stock_A,111.04016806005708
2010-03-17,Stock_A,111.50010160375304
2010-03-18,Stock_A,108.03499057611137
2010-03-19,Stock_A,137.48868914299632
2010-03-22,Stock_A,112.03562210484341
2010-03-23,Stock_A,101.344031339009
2010-03-24,Stock_A,106.70772528633498
2010-03-25,Stock_A,116.92195239790436
2010-03-26,Stock_A,134.79981589724827
2010-03-29,Stock_A,95.21382910820672
2010-03-30,Stock_A,103.59044748278897
2010-03-31,Stock_A,161.22002634677236
2010-04-01,Stock_A,99.01919076928974
2010-04-02,Stock_A,98.1841684169664
2010-04-05,Stock_A,83.20914209485599
2010-04-06,Stock_A,101.67522659149887
2010-04-07,Stock_A,98.51645162041831
2010-04-08,Stock_A,107.86520834187114
2010-04-09,Stock_A,105.41448258082202
2010-04-12,Stock_A,60.52838172732828
2010-04-13,Stock_A,73.86132040483702
2010-04-14,Stock_A,96.77209344072405
2010-04-15,Stock_A,91.49578130677574
2010-04-16,Stock_A,79.31122285597257
2010-04-19,Stock_A,63.196225809284094
2010-04-20,Stock_A,132.49360722770757
2010-04-21,Stock_A,132.14349775324675
2010-04-22,Stock_A,115.14229694911072
2010-04-23,Stock_A,88.28682038737837
2010-04-26,Stock_A,129.3867428912369
2010-04-27,Stock_A,85.61983839513951
2010-04-28,Stock_A,108.7045483450402
2010-04-29,Stock_A,84.19758438620403
2010-04-30,Stock_A,100.48411397538828
2010-05-03,Stock_A,109.73417694873181
2010-05-04,Stock_A,70.05625431355901
2010-05-05,Stock_A,91.55214790658754
2010-05-06,Stock_A,105.01874322732854
2010-05-07,Stock_A,74.91465713796029
2010-05-10,Stock_A,81.1426739200754
2010-05-11,Stock_A,105.02349800669164
2010-05-12,Stock_A,89.3069667201653
2010-05-13,Stock_A,75.40812806608346
2010-05-14,Stock_A,100.59269000731837
2010-05-17,Stock_A,108.700655576025
2010-05-18,Stock_A,144.8868678706486
2010-05-19,Stock_A,101.68492197358346
2010-05-20,Stock_A,100.22113104401635
2010-05-21,Stock_A,94.30919094558178
2010-05-24,Stock_A,122.98251782939934
2010-05-25,Stock_A,106.51829518008549
2010-05-26,Stock_A,116.71445890685345
2010-05-27,Stock_A,104.44908218656484
2010-05-28,Stock_A,118.28622517947181
2010-05-31,Stock_A,107.56165539597373
2010-06-01,Stock_A,71.84016450428864
2010-06-02,Stock_A,94.2355661982259
2010-06-03,Stock_A,94.84919744905383
2010-06-04,Stock_A,108.86775839560951
2010-06-07,Stock_A,103.05307078029296
2010-06-08,Stock_A,126.60802866189808
2010-06-09,Stock_A,107.96079108336461
2010-06-10,Stock_A,109.43118699798508
2010-06-11,Stock_A,79.71785047575872
2010-06-14,Stock_A,103.0021772749527
2010-06-15,Stock_A,95.70502041671892
2010-06-16,Stock_A,58.70324872795347
2010-06-17,Stock_A,73.73548646704307
2010-06-18,Stock_A,114.45980716221838
2010-06-21,Stock_A,113.06572372988533
2010-06-22,Stock_A,88.21368584396416
2010-06-23,Stock_A,88.83006970603982
2010-06-24,Stock_A,77.33025149964058
2010-06-25,Stock_A,119.79619286874026
2010-06-28,Stock_A,83.81193054260814
2010-06-29,Stock_A,88.59200252897332
2010-06-30,Stock_A,120.31222154205753
2010-07-01,Stock_A,119.91098448040947
2010-07-02,Stock_A,96.40512630300013
2010-07-05,Stock_A,100.2523652812325
2010-07-06,Stock_A,109.41992783644193
2010-07-07,Stock_A,91.80617466544318
2010-07-08,Stock_A,98.00393134393724
2010-07-09,Stock_A,96.07755251846592
2010-07-12,Stock_A,113.74114638721414
2010-07-13,Stock_A,128.3396754685783
2010-07-14,Stock_A,122.9223860867605
2010-07-15,Stock_A,120.32483296885468
2010-07-16,Stock_A,78.0948045896482
2010-07-19,Stock_A,125.84658707060692
2010-07-20,Stock_A,86.47479928575206
2010-07-21,Stock_A,64.3593720723578
2010-07-22,Stock_A,83.0166849178732
2010-07-23,Stock_A,98.16511991331265
2010-07-26,Stock_A,59.252658371073714
2010-07-27,Stock_A,114.23908450151467
2010-07-28,Stock_A,116.64299085421531
2010-07-29,Stock_A,92.3549664711753
2010-07-30,Stock_A,76.67901394239408
2010-08-02,Stock_A,118.46257023068961
2010-08-03,Stock_A,81.5320627201492
2010-08-04,Stock_A,67.58933483627857
2010-08-05,Stock_A,98.71078261053987
2010-08-06,Stock_A,100.53251956384432
2010-08-09,Stock_A,106.26895199619312
2010-08-10,Stock_A,115.35793514184965
2010-08-11,Stock_A,117.79461239121503
2010-08-12,Stock_A,74.71688406887442
2010-08-13,Stock_A,59.23167595323533
2010-08-16,Stock_A,109.19427905984253
2010-08-17,Stock_A,100.99290988674034
2010-08-18,Stock_A,90.84041038143084
2010-08-19,Stock_A,97.10339105140726
2010-08-20,Stock_A,83.27437331392062
2010-08-23,Stock_A,134.54351292038166
2010-08-24,Stock_A,59.773235749436
2010-08-25,Stock_A,108.46521196211451
2010-08-26,Stock_A,74.29756115270698
2010-08-27,Stock_A,86.77932867048622
2010-08-30,Stock_A,91.21738938727057
2010-08-31,Stock_A,80.3666166738754
2010-09-01,Stock_A,95.46613751858715
2010-09-02,Stock_A,47.435562137028164
2010-09-03,Stock_A,69.33804295358489
2010-09-06,Stock_A,62.90196753600562
2010-09-07,Stock_A,75.57503070725829
2010-09-08,Stock_A,84.08978652852771
2010-09-09,Stock_A,99.87898123367555
2010-09-10,Stock_A,87.13245668675317
2010-09-13,Stock_A,82.60583518761682
2010-09-14,Stock_A,89.52084897696213
2010-09-15,Stock_A,86.03773929864741
2010-09-16,Stock_A,92.57258235964973
2010-09-17,Stock_A,93.31890671858177
2010-09-20,Stock_A,84.40489376728956
2010-09-21,Stock_A,68.49897331223505
2010-09-22,Stock_A,99.03991894486144
2010-09-23,Stock_A,116.71391272426618
2010-09-24,Stock_A,78.78713282853002
2010-09-27,Stock_A,97.80930568534058
2010-09-28,Stock_A,91.1257750853097
2010-09-29,Stock_A,111.60262356463578
2010-09-30,Stock_A,82.65349324266292
2010-10-01,Stock_A,95.68191392248137
2010-10-04,Stock_A,97.52637426170631
2010-10-05,Stock_A,105.09129508106352
2010-10-06,Stock_A,77.97432045382047
2010-10-07,Stock_A,106.08051191797735
2010-10-08,Stock_A,89.3464479619704
2010-10-11,Stock_A,110.28472844140664
2010-10-12,Stock_A,92.04355070972197
2010-10-13,Stock_A,125.05766555610403
2010-10-14,Stock_A,67.81384448144833
2010-10-15,Stock_A,110.8675416988564
2010-10-18,Stock_A,106.25983485116157
2010-10-19,Stock_A,109.22050159905807
2010-10-20,Stock_A,121.06328985106096
2010-10-21,Stock_A,64.04259188047158
2010-10-22,Stock_A,143.33083243554142
2010-10-25,Stock_A,110.37903367445527
2010-10-26,Stock_A,138.58619823242816
2010-10-27,Stock_A,137.30257827459533
2010-10-28,Stock_A,108.56510190463769
2010-10-29,Stock_A,105.15706055807837
2010-11-01,Stock_A,114.99029829428568
2010-11-02,Stock_A,54.378662899869965
2010-11-03,Stock_A,98.23878749980597
2010-11-04,Stock_A,119.37773574838656
2010-11-05,Stock_A,130.56043780764867
2010-11-08,Stock_A,93.71039034218238
2010-11-09,Stock_A,107.21318334873862
2010-11-10,Stock_A,111.45082010614583
2010-11-11,Stock_A,98.35501619490157
2010-11-12,Stock_A,81.32820179114775
2010-11-15,Stock_A,86.750730836425
2010-11-16,Stock_A,79.10677201279263
2010-11-17,Stock_A,69.75200849049178
2010-11-18,Stock_A,96.60605442789468
2010-11-19,Stock_A,144.3350272032539
2010-11-22,Stock_A,104.93048596212066
2010-11-23,Stock_A,94.26050843878653
2010-11-24,Stock_A,107.45730377915103
2010-11-25,Stock_A,83.48274910998335
2010-11-26,Stock_A,66.78385457431119
2010-11-29,Stock_A,86.21612632506415
2010-11-30,Stock_A,77.39453365123718
2010-12-01,Stock_A,63.0224992754724
2010-12-02,Stock_A,88.99624335582828
2010-12-03,Stock_A,109.76238117764285
2010-12-06,Stock_A,107.89340238813725
2010-12-07,Stock_A,105.42546905601918
2010-12-08,Stock_A,133.38723018217306
2010-12-09,Stock_A,88.95235395786713
2010-12-10,Stock_A,108.65626914886147
2010-12-13,Stock_A,92.23354531027913
2010-12-14,Stock_A,128.43749435815562
2010-12-15,Stock_A,83.83037593703007
2010-12-16,Stock_A,114.86684695745893
2010-12-17,Stock_A,104.99523357499727
2010-12-20,Stock_A,124.3866162278598
2010-12-21,Stock_A,100.18508219800356
2010-12-22,Stock_A,95.26743858727593
2010-12-23,Stock_A,92.85272231672322
2010-12-24,Stock_A,96.9356136761696
2010-12-27,Stock_A,62.69461677849855
2010-12-28,Stock_A,89.57387369252636
2010-12-29,Stock_A,88.35908221629406
2010-12-30,Stock_A,77.1923683030542
2010-12-31,Stock_A,88.77905967408229
2011-01-03,Stock_A,82.04133412840471
2011-01-04,Stock_A,89.73175057056591
2011-01-05,Stock_A,112.4892773365897
2011-01-06,Stock_A,112.5393866330363
2011-01-07,Stock_A,131.57354114093442
2011-01-10,Stock_A,106.16227976486097
2011-01-11,Stock_A,69.59131964225574
2011-01-12,Stock_A,93.41592379133562
2011-01-13,Stock_A,87.2186729099953
2011-01-14,Stock_A,80.3516025826578
2011-01-17,Stock_A,121.45892237512916
2011-01-18,Stock_A,109.0900480491163
2011-01-19,Stock_A,101.40644522463666
2011-01-20,Stock_A,70.3197150915168
2011-01-21,Stock_A,98.36132122795824
2011-01-24,Stock_A,146.526133707334
2011-01-25,Stock_A,83.26433886581594
2011-01-26,Stock_A,95.63849090170953
2011-01-27,Stock_A,127.77645958694502
2011-01-28,Stock_A,91.22795772766496
2011-01-31,Stock_A,90.80458396273839
2011-02-01,Stock_A,95.42602556022739
2011-02-02,Stock_A,106.93186864839316
2011-02-03,Stock_A,81.28811447561351
2011-02-04,Stock_A,118.46620718908832
2011-02-07,Stock_A,92.11241142835087
2011-02-08,Stock_A,104.12607479440506
2011-02-09,Stock_A,91.66576731417742
2011-02-10,Stock_A,73.28927818817905
2011-02-11,Stock_A,56.08426461784131
2011-02-14,Stock_A,104.57425185970226
2011-02-15,Stock_A,63.68419136741728
2011-02-16,Stock_A,115.28833758605855
2011-02-17,Stock_A,102.54264664443166
2011-02-18,Stock_A,140.4841207475958
2011-02-21,Stock_A,88.32555882750479
2011-02-22,Stock_A,134.6928441246014
2011-02-23,Stock_A,94.18290781968442
2011-02-24,Stock_A,118.58138227891764
2011-02-25,Stock_A,110.91365442127648
2011-02-28,Stock_A,63.3185219826747
2011-03-01,Stock_A,163.8697360479246
2011-03-02,Stock_A,132.37041891930764
2011-03-03,Stock_A,107.9511071153609
2011-03-04,Stock_A,126.57616176814855
2011-03-07,Stock_A,105.47827919618281
2011-03-08,Stock_A,117.72162223784214
2011-03-09,Stock_A,103.13244228909473
2011-03-10,Stock_A,79.1721452098659
2011-03-11,Stock_A,97.96591838047868
2011-03-14,Stock_A,89.53220728541325
2011-03-15,Stock_A,112.6464964905195
2011-03-16,Stock_A,78.92320809549551
2011-03-17,Stock_A,102.95550516414825
2011-03-18,Stock_A,71.8099018431655
2011-03-21,Stock_A,115.41702322567234
2011-03-22,Stock_A,75.62136858744432
2011-03-23,Stock_A,112.07307033913216
2011-03-24,Stock_A,102.35858490344503
2011-03-25,Stock_A,120.85611167989585
