date,temperature,precipitation
2000-01-01,27.34106335807249,2.0384823373747234
2000-01-02,4.622921914699976,1.376653462199113
2000-01-03,25.647762643141505,0.5524076361949205
2000-01-04,26.844861335529963,1.2397007561311302
2000-01-05,11.203563244487594,2.0225991386902415
2000-01-06,11.796715388675326,3.715310964753696
2000-01-07,17.769743187335976,3.043904212004492
2000-01-08,22.820362104622205,0.39352837536534135
2000-01-09,18.471450081857746,0.5476516435989576
2000-01-10,24.335624601918795,0.11601328319204533
2000-01-11,37.62979652537399,0.2844131372711502
2000-01-12,14.922832308502862,2.140646604058383
2000-01-13,2.848200292965796,0.4476159950264232
2000-01-14,28.25923583030653,0.9690394495999838
2000-01-15,36.8331457592753,1.0965113521028134
2000-01-16,23.927683630511243,1.522477381143938
2000-01-17,9.12251324646332,0.2018714530499666
2000-01-18,18.76107636764799,0.36357459849832396
2000-01-19,8.814765157883677,0.5948167326482351
2000-01-20,26.42855493962948,0.4538800141460179
2000-01-21,6.487095973015656,4.068982877492261
2000-01-22,16.998712131718,1.801451101021808
2000-01-23,9.956621737060935,0.6533242538130718
2000-01-24,21.26824685134962,2.114187251651802
2000-01-25,16.336583228622423,0.4271785696883396
2000-01-26,21.76762103250264,1.5409773607587711
2000-01-27,20.223505549663656,0.253184802477581
2000-01-28,10.133409722758897,1.479823127579597
2000-01-29,26.268770635290217,0.6096398414054093
2000-01-30,19.51234348156885,0.11372800453562655
2000-01-31,10.114709921340996,0.3191898770213801
2000-02-01,42.409265562057925,0.51462386801094
2000-02-02,24.764301667171246,1.3834700000430336
2000-02-03,18.467394466006947,0.0757830671294463
2000-02-04,34.15204526701824,1.0774781808111304
2000-02-05,38.418156093866074,1.2588290734281529
2000-02-06,18.54650577686115,1.0610892751929653
2000-02-07,23.47397486434762,1.4299104144209744
2000-02-08,10.11997181997059,0.19622003394933935
2000-02-09,18.528072492319886,0.8845579717298803
2000-02-10,18.0093744624013,2.832677590063977
2000-02-11,21.84827033621654,0.9436215127463682
2000-02-12,23.327604786370102,0.9450409545081705
2000-02-13,25.598284488280598,1.333472875042725
2000-02-14,22.37642656299959,0.40527147504504457
2000-02-15,7.892573733708355,1.2055604016303558
2000-02-16,10.615328942589151,2.4797260918397437
2000-02-17,14.53592380536327,0.010955263384357998
2000-02-18,17.17759408076771,2.041090753793113
2000-02-19,30.507742904721134,0.24669155614345967
2000-02-20,8.37061013147087,0.6086650010795827
2000-02-21,16.425849518293,1.9128957772535242
2000-02-22,29.530094982140497,1.7367721327260766
2000-02-23,17.001225255033876,2.224952778379565
2000-02-24,24.60415649842824,2.8203815001906904
2000-02-25,18.604579570720965,0.5926811455435664
2000-02-26,22.56783257324723,1.0681717707889808
2000-02-27,17.715274561904593,0.49508095829280885
2000-02-28,26.67065472728354,0.43188616674535146
2000-02-29,4.549435925935647,0.5649218085441974
2000-03-01,16.36687991611455,1.3589754822664932
2000-03-02,22.96572676694308,0.6960328343400022
2000-03-03,25.33695248006193,1.682329487113439
2000-03-04,34.929526227538275,1.3673488743820046
2000-03-05,16.089753331344237,0.02069105217560406
2000-03-06,34.79481761860873,0.9948961484414465
2000-03-07,13.409761733403295,0.5737141705199741
