user_id,movie,rating,timestamp
346,Movie_44,3,2020-01-01 00:00:00
457,Movie_99,4,2020-01-01 01:00:00
482,Movie_76,3,2020-01-01 02:00:00
241,Movie_10,5,2020-01-01 03:00:00
281,Movie_12,1,2020-01-01 04:00:00
91,Movie_100,1,2020-01-01 05:00:00
455,Movie_76,1,2020-01-01 06:00:00
35,Movie_81,3,2020-01-01 07:00:00
394,Movie_26,3,2020-01-01 08:00:00
238,Movie_27,2,2020-01-01 09:00:00
253,Movie_45,2,2020-01-01 10:00:00
190,Movie_82,1,2020-01-01 11:00:00
281,Movie_27,5,2020-01-01 12:00:00
448,Movie_87,2,2020-01-01 13:00:00
441,Movie_28,2,2020-01-01 14:00:00
11,Movie_39,3,2020-01-01 15:00:00
239,Movie_52,5,2020-01-01 16:00:00
394,Movie_91,1,2020-01-01 17:00:00
96,Movie_21,2,2020-01-01 18:00:00
70,Movie_62,5,2020-01-01 19:00:00
4,Movie_83,5,2020-01-01 20:00:00
171,Movie_12,1,2020-01-01 21:00:00
478,Movie_88,5,2020-01-01 22:00:00
105,Movie_8,5,2020-01-01 23:00:00
265,Movie_3,5,2020-01-02 00:00:00
267,Movie_47,2,2020-01-02 01:00:00
14,Movie_14,1,2020-01-02 02:00:00
442,Movie_15,5,2020-01-02 03:00:00
443,Movie_34,5,2020-01-02 04:00:00
499,Movie_69,2,2020-01-02 05:00:00
442,Movie_19,1,2020-01-02 06:00:00
399,Movie_40,3,2020-01-02 07:00:00
218,Movie_84,2,2020-01-02 08:00:00
341,Movie_75,1,2020-01-02 09:00:00
243,Movie_81,5,2020-01-02 10:00:00
426,Movie_3,1,2020-01-02 11:00:00
423,Movie_93,1,2020-01-02 12:00:00
49,Movie_81,1,2020-01-02 13:00:00
316,Movie_3,3,2020-01-02 14:00:00
239,Movie_10,1,2020-01-02 15:00:00
406,Movie_48,3,2020-01-02 16:00:00
471,Movie_2,5,2020-01-02 17:00:00
382,Movie_85,3,2020-01-02 18:00:00
69,Movie_94,5,2020-01-02 19:00:00
201,Movie_97,5,2020-01-02 20:00:00
341,Movie_79,3,2020-01-02 21:00:00
298,Movie_58,2,2020-01-02 22:00:00
419,Movie_20,4,2020-01-02 23:00:00
300,Movie_1,1,2020-01-03 00:00:00
311,Movie_94,4,2020-01-03 01:00:00
458,Movie_68,1,2020-01-03 02:00:00
439,Movie_29,1,2020-01-03 03:00:00
405,Movie_100,5,2020-01-03 04:00:00
355,Movie_25,1,2020-01-03 05:00:00
360,Movie_13,1,2020-01-03 06:00:00
427,Movie_91,3,2020-01-03 07:00:00
45,Movie_36,4,2020-01-03 08:00:00
498,Movie_61,3,2020-01-03 09:00:00
113,Movie_14,1,2020-01-03 10:00:00
235,Movie_11,5,2020-01-03 11:00:00
432,Movie_95,3,2020-01-03 12:00:00
160,Movie_25,3,2020-01-03 13:00:00
325,Movie_66,2,2020-01-03 14:00:00
447,Movie_73,1,2020-01-03 15:00:00
397,Movie_95,5,2020-01-03 16:00:00
9,Movie_8,3,2020-01-03 17:00:00
39,Movie_14,3,2020-01-03 18:00:00
236,Movie_68,5,2020-01-03 19:00:00
177,Movie_61,1,2020-01-03 20:00:00
345,Movie_6,2,2020-01-03 21:00:00
27,Movie_86,3,2020-01-03 22:00:00
414,Movie_37,2,2020-01-03 23:00:00
48,Movie_8,4,2020-01-04 00:00:00
496,Movie_52,1,2020-01-04 01:00:00
102,Movie_86,4,2020-01-04 02:00:00
191,Movie_35,4,2020-01-04 03:00:00
457,Movie_21,4,2020-01-04 04:00:00
210,Movie_13,1,2020-01-04 05:00:00
161,Movie_34,1,2020-01-04 06:00:00
451,Movie_67,5,2020-01-04 07:00:00
248,Movie_68,2,2020-01-04 08:00:00
378,Movie_4,2,2020-01-04 09:00:00
219,Movie_2,5,2020-01-04 10:00:00
101,Movie_64,5,2020-01-04 11:00:00
79,Movie_66,4,2020-01-04 12:00:00
442,Movie_8,5,2020-01-04 13:00:00
27,Movie_66,3,2020-01-04 14:00:00
150,Movie_97,2,2020-01-04 15:00:00
15,Movie_35,5,2020-01-04 16:00:00
72,Movie_27,3,2020-01-04 17:00:00
454,Movie_42,3,2020-01-04 18:00:00
283,Movie_10,3,2020-01-04 19:00:00
82,Movie_11,3,2020-01-04 20:00:00
256,Movie_24,4,2020-01-04 21:00:00
274,Movie_18,3,2020-01-04 22:00:00
380,Movie_16,4,2020-01-04 23:00:00
55,Movie_83,4,2020-01-05 00:00:00
413,Movie_19,3,2020-01-05 01:00:00
263,Movie_15,2,2020-01-05 02:00:00
391,Movie_1,3,2020-01-05 03:00:00
153,Movie_30,3,2020-01-05 04:00:00
452,Movie_7,3,2020-01-05 05:00:00
179,Movie_56,2,2020-01-05 06:00:00
465,Movie_16,1,2020-01-05 07:00:00
229,Movie_79,1,2020-01-05 08:00:00
237,Movie_47,4,2020-01-05 09:00:00
464,Movie_74,4,2020-01-05 10:00:00
216,Movie_4,2,2020-01-05 11:00:00
391,Movie_56,5,2020-01-05 12:00:00
419,Movie_10,1,2020-01-05 13:00:00
89,Movie_56,4,2020-01-05 14:00:00
306,Movie_69,1,2020-01-05 15:00:00
350,Movie_50,2,2020-01-05 16:00:00
144,Movie_29,2,2020-01-05 17:00:00
384,Movie_10,5,2020-01-05 18:00:00
355,Movie_47,5,2020-01-05 19:00:00
419,Movie_94,2,2020-01-05 20:00:00
427,Movie_99,4,2020-01-05 21:00:00
321,Movie_47,1,2020-01-05 22:00:00
249,Movie_79,3,2020-01-05 23:00:00
356,Movie_65,5,2020-01-06 00:00:00
500,Movie_61,3,2020-01-06 01:00:00
260,Movie_66,4,2020-01-06 02:00:00
250,Movie_98,5,2020-01-06 03:00:00
495,Movie_2,3,2020-01-06 04:00:00
162,Movie_30,4,2020-01-06 05:00:00
442,Movie_76,1,2020-01-06 06:00:00
416,Movie_99,4,2020-01-06 07:00:00
365,Movie_24,5,2020-01-06 08:00:00
354,Movie_54,2,2020-01-06 09:00:00
89,Movie_3,1,2020-01-06 10:00:00
375,Movie_38,3,2020-01-06 11:00:00
123,Movie_7,5,2020-01-06 12:00:00
442,Movie_49,2,2020-01-06 13:00:00
255,Movie_40,4,2020-01-06 14:00:00
15,Movie_87,2,2020-01-06 15:00:00
199,Movie_38,5,2020-01-06 16:00:00
319,Movie_25,5,2020-01-06 17:00:00
16,Movie_43,2,2020-01-06 18:00:00
122,Movie_38,4,2020-01-06 19:00:00
24,Movie_25,2,2020-01-06 20:00:00
433,Movie_47,5,2020-01-06 21:00:00
145,Movie_29,5,2020-01-06 22:00:00
277,Movie_20,3,2020-01-06 23:00:00
431,Movie_49,3,2020-01-07 00:00:00
173,Movie_72,1,2020-01-07 01:00:00
376,Movie_4,5,2020-01-07 02:00:00
491,Movie_47,3,2020-01-07 03:00:00
420,Movie_87,2,2020-01-07 04:00:00
283,Movie_37,4,2020-01-07 05:00:00
81,Movie_100,2,2020-01-07 06:00:00
72,Movie_11,4,2020-01-07 07:00:00
293,Movie_11,3,2020-01-07 08:00:00
153,Movie_14,1,2020-01-07 09:00:00
289,Movie_60,2,2020-01-07 10:00:00
339,Movie_19,2,2020-01-07 11:00:00
49,Movie_74,2,2020-01-07 12:00:00
347,Movie_23,4,2020-01-07 13:00:00
117,Movie_7,3,2020-01-07 14:00:00
373,Movie_21,2,2020-01-07 15:00:00
198,Movie_48,2,2020-01-07 16:00:00
166,Movie_96,1,2020-01-07 17:00:00
333,Movie_93,1,2020-01-07 18:00:00
21,Movie_41,3,2020-01-07 19:00:00
210,Movie_89,3,2020-01-07 20:00:00
462,Movie_71,5,2020-01-07 21:00:00
431,Movie_5,1,2020-01-07 22:00:00
284,Movie_1,5,2020-01-07 23:00:00
275,Movie_42,4,2020-01-08 00:00:00
374,Movie_63,5,2020-01-08 01:00:00
324,Movie_6,2,2020-01-08 02:00:00
75,Movie_55,5,2020-01-08 03:00:00
293,Movie_44,3,2020-01-08 04:00:00
23,Movie_32,4,2020-01-08 05:00:00
322,Movie_7,2,2020-01-08 06:00:00
89,Movie_33,5,2020-01-08 07:00:00
396,Movie_8,4,2020-01-08 08:00:00
56,Movie_43,4,2020-01-08 09:00:00
325,Movie_45,2,2020-01-08 10:00:00
469,Movie_75,5,2020-01-08 11:00:00
118,Movie_67,4,2020-01-08 12:00:00
464,Movie_40,4,2020-01-08 13:00:00
465,Movie_55,1,2020-01-08 14:00:00
111,Movie_73,4,2020-01-08 15:00:00
284,Movie_96,1,2020-01-08 16:00:00
498,Movie_92,5,2020-01-08 17:00:00
6,Movie_36,5,2020-01-08 18:00:00
61,Movie_56,5,2020-01-08 19:00:00
458,Movie_29,3,2020-01-08 20:00:00
295,Movie_82,5,2020-01-08 21:00:00
412,Movie_74,4,2020-01-08 22:00:00
137,Movie_75,2,2020-01-08 23:00:00
74,Movie_53,1,2020-01-09 00:00:00
29,Movie_51,3,2020-01-09 01:00:00
403,Movie_2,5,2020-01-09 02:00:00
70,Movie_72,5,2020-01-09 03:00:00
221,Movie_32,2,2020-01-09 04:00:00
323,Movie_47,2,2020-01-09 05:00:00
494,Movie_90,3,2020-01-09 06:00:00
251,Movie_17,1,2020-01-09 07:00:00
473,Movie_67,5,2020-01-09 08:00:00
165,Movie_39,3,2020-01-09 09:00:00
323,Movie_20,4,2020-01-09 10:00:00
4,Movie_22,4,2020-01-09 11:00:00
58,Movie_94,3,2020-01-09 12:00:00
171,Movie_51,5,2020-01-09 13:00:00
492,Movie_88,3,2020-01-09 14:00:00
37,Movie_58,5,2020-01-09 15:00:00
67,Movie_94,2,2020-01-09 16:00:00
193,Movie_8,3,2020-01-09 17:00:00
358,Movie_7,5,2020-01-09 18:00:00
296,Movie_79,3,2020-01-09 19:00:00
261,Movie_85,3,2020-01-09 20:00:00
330,Movie_43,5,2020-01-09 21:00:00
139,Movie_75,5,2020-01-09 22:00:00
361,Movie_14,1,2020-01-09 23:00:00
350,Movie_61,3,2020-01-10 00:00:00
337,Movie_72,4,2020-01-10 01:00:00
257,Movie_93,3,2020-01-10 02:00:00
94,Movie_25,3,2020-01-10 03:00:00
497,Movie_31,5,2020-01-10 04:00:00
63,Movie_97,3,2020-01-10 05:00:00
45,Movie_92,3,2020-01-10 06:00:00
100,Movie_87,4,2020-01-10 07:00:00
69,Movie_81,5,2020-01-10 08:00:00
146,Movie_7,3,2020-01-10 09:00:00
269,Movie_59,2,2020-01-10 10:00:00
39,Movie_61,1,2020-01-10 11:00:00
286,Movie_58,4,2020-01-10 12:00:00
470,Movie_1,3,2020-01-10 13:00:00
351,Movie_98,2,2020-01-10 14:00:00
150,Movie_3,3,2020-01-10 15:00:00
211,Movie_32,3,2020-01-10 16:00:00
68,Movie_9,5,2020-01-10 17:00:00
326,Movie_51,5,2020-01-10 18:00:00
179,Movie_9,5,2020-01-10 19:00:00
183,Movie_50,2,2020-01-10 20:00:00
468,Movie_43,3,2020-01-10 21:00:00
58,Movie_1,1,2020-01-10 22:00:00
372,Movie_74,4,2020-01-10 23:00:00
215,Movie_38,5,2020-01-11 00:00:00
126,Movie_84,5,2020-01-11 01:00:00
4,Movie_86,3,2020-01-11 02:00:00
38,Movie_97,3,2020-01-11 03:00:00
110,Movie_95,2,2020-01-11 04:00:00
263,Movie_57,2,2020-01-11 05:00:00
151,Movie_43,5,2020-01-11 06:00:00
316,Movie_18,3,2020-01-11 07:00:00
296,Movie_34,1,2020-01-11 08:00:00
399,Movie_66,4,2020-01-11 09:00:00
248,Movie_41,3,2020-01-11 10:00:00
415,Movie_80,3,2020-01-11 11:00:00
358,Movie_15,2,2020-01-11 12:00:00
413,Movie_42,4,2020-01-11 13:00:00
160,Movie_46,5,2020-01-11 14:00:00
91,Movie_14,3,2020-01-11 15:00:00
313,Movie_27,5,2020-01-11 16:00:00
385,Movie_84,3,2020-01-11 17:00:00
195,Movie_92,5,2020-01-11 18:00:00
300,Movie_3,4,2020-01-11 19:00:00
220,Movie_65,2,2020-01-11 20:00:00
78,Movie_89,4,2020-01-11 21:00:00
138,Movie_46,1,2020-01-11 22:00:00
37,Movie_16,2,2020-01-11 23:00:00
275,Movie_66,4,2020-01-12 00:00:00
269,Movie_94,1,2020-01-12 01:00:00
